Empty Slots,Free Bikes,Renting Bikes,Returning Bikes,Latitude,Longitude,Foursquare POIs,Yelp POIs,Rating,Review Count
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
0,0,0,0,-8.047569,-34.897101,4be5a8decf200f47b881133c,5VIe3yjg05FEkUT1VOLQ4w,4.5,9
