,Id,Name,Empty Slots,Address,Last Updated,Payment,Payment Terminal,Renting Bikes,Returning Bikes,Uid,Free Bikes,Latitude,Longitude,Timestamp
20,978255d1c42445aa729cb0c1ede70ad4,61 - Segundo Jardim,21,"Av. Boa Viagem, oposto ao 1590, baia de estacionamento oposta à Praça Segundo Jardim",1663718369,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,61,6,-8.10508599999999,-34.886842,2022-09-21T00:01:38.283000Z
21,8f3f182d559b38e284fa734769df1aa0,49 - Praça Dr. José Vilela,14,"Praça Dr. Vilela, Rua João da Silva Teles, oposto ao número 126 da Av. Dezessete de Agosto",1663718428,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,49,1,-8.03391726233117,-34.9115093450936,2022-09-21T00:01:38.296000Z
22,9a0bbd0a7e43e88101cff80337e37642,52 - Clube do Náutico,7,Rua da Angustura em frente ao número 38 / próximo ao Clube Náutico Capibaribe,1663718387,"['key', 'transitcard', 'phone']",False,1,1,52,8,-8.04199099999999,-34.897403,2022-09-21T00:01:38.259000Z
23,b3df3bb64ebb1045f08e7f039f9e5aeb,24 - Cemitério de Santo Amaro,13,"Rua Afonso Pena em frente ao número 533, próxima ao Cemitério de Santo Amaro / esquina com Rua dos Palmares",1663718451,"['key', 'transitcard', 'phone']",False,1,1,24,2,-8.051018,-34.886211,2022-09-21T00:01:38.243000Z
24,1e65a245a90da5d58e78bb0cebbb4009,25 - Rua do Lazer,6,"Rua Afonso Pena esquina com a Rua Bernardo Guimarães / Universidade Católica de
Pernambuco",1663718248,"['key', 'transitcard', 'phone']",False,1,1,25,11,-8.054149,-34.888034,2022-09-21T00:01:38.245000Z
25,8a69ab675bf68b9b4ff4bd27b20f1bdd,26 - Praça Oswaldo Cruz,4,Praça Oswaldo Cruz / esquina com a Rua João Fernandes Vieira,1663718459,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,26,13,-8.054832,-34.891211,2022-09-21T00:01:38.246000Z
26,043952f9af12aca566b14aadc21e77d3,27 - R. da Soledade,10,"Rua da Soledade, esquina com Av. Conde de Boa Vista, oposto ao número 259 (VEM)",1663718317,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,5,-8.0579628,-34.8898602,2022-09-21T00:01:38.246000Z
27,a1a95213674de0327db0b6b53404476e,20 - Palmares,12,"Rua Gervásio Pires, oposto ao número 1075",1663718193,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,20,2,-8.05392387695119,-34.8828497604428,2022-09-21T00:01:38.247000Z
28,190953007b72eb359027ab0a0d8ee640,21 - Diário de Pernambuco,14,"Rua Dr. João Vieira de Menezes, oposto ao Diário de Pernambuco / esquina com Av Cruz Cabugá",1663718264,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,21,1,-8.051114,-34.879398,2022-09-21T00:01:38.248000Z
29,a90afdd9117e435f5afc211b5503af76,22 - R. Frei Cassimiro,12,"Rua Frei Cassimiro, oposto a Secretaria de Desenvolvimento Social e Direitos Humanos / esquina com Av.Cruz Cabugá",1663718433,"['key', 'transitcard', 'phone']",False,1,1,22,3,-8.048288,-34.877915,2022-09-21T00:01:38.249000Z
30,a4a51d19c9891371fbe9fd990401f7d1,23 - SESC Santo Amaro,17,"Praça do Campo Santo, oposto ao SESC / esquina com Rua do Pombal",1663718308,"['key', 'transitcard', 'phone']",False,1,1,23,2,-8.04977,-34.88283,2022-09-21T00:01:38.249000Z
31,215db8be0a1d8c44c9ab083597dd8f1d,46 - R. Adalberto Camargo,5,Rua Adalberto Camargo oposto ao número 82,1663718453,"['key', 'transitcard', 'phone']",False,1,1,46,3,-8.04410299999999,-34.899802,2022-09-21T00:01:38.296000Z
32,e96d68639844f445a352926b9da04e4a,47 - Faculdade Damas,16,Av. Doutor Malaquias oposto ao número 1426-B Faculdade Damas,1663718496,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,47,2,-8.039353,-34.902844,2022-09-21T00:01:38.297000Z
33,869947407d0a51418f60c97b8291aa39,42 - Praça do Entroncamento,8,"Praça do Entroncamento, próximo a Av Conselheiro Rosa e Silva",1663718253,"['key', 'transitcard', 'phone']",False,1,1,42,6,-8.050456,-34.897135,2022-09-21T00:01:38.298000Z
34,55e3ad2aee98634ed40f11d6d64df498,29 - Praça Miguel de Cervantes,13,Rua Praça Dr Fernando Figueira em frente à Praça Miguel de Cervantes,1663718444,"['key', 'transitcard', 'phone']",False,1,1,29,2,-8.065311,-34.893659,2022-09-21T00:01:38.250000Z
35,e8df3651a1d4193cd929732bbfd4a61c,40 - Beira Rio,15,"Av Beira Rio, na baia de estacionamento oposta à Praça Domingos Giovanetti / próximo à Rua Clóvis Beviláqua",1663718454,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,40,1,-8.047537,-34.904203,2022-09-21T00:01:38.299000Z
36,d2692c72f7a8db1489b90d42b405ac3a,1 - Prefeitura,11,"Av Cais do Apolo, em frente a estação de BRT Forte do Brum, oposto ao posto de gasolina",1663718377,"['key', 'transitcard', 'phone']",False,1,1,1,4,-8.055353,-34.871916,2022-09-21T00:01:38.300000Z
37,dae0dd47d3a2ea443251c4aca4605e03,3 - Praça do Arsenal,22,"Rua do Bom Jesus, oposto a Praça do Arsenal, esquina com Rua Barão Rodrigues Mendes",1663718384,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,3,0,-8.06133700000001,-34.871045,2022-09-21T00:01:38.272000Z
38,35859b58cd4bedd025decd7f62bcbd5d,2 - Praça Tiradentes,10,"Praça Tiradentes, próximo a Cais do Apolo e oposto ao Tribunal Regional Federal",1663718407,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,2,5,-8.058764,-34.872428,2022-09-21T00:01:38.288000Z
39,97f2d2359189f9dd5feefd3d0e0ddac2,5 - Paço Alfândega,23,"Avenida Marquês de Olinda, 296, esquina com o cais da alfândega",1663718433,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,5,8,-8.0637776,-34.874296,2022-09-21T00:01:38.301000Z
40,d14ac50aad45f09df440c92114d3309e,4 - Boulevard Rio Branco,11,"Av. Rio Branco, entre a Rua do Apolo e Rua da Guia",1663718285,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,4,12,-8.062496,-34.872956,2022-09-21T00:01:38.251000Z
41,13f020dc6117e486a26ace4843665d48,7 - Praça da República,15,"Praça da República, oposto à Caixa Econômica (lateral do Teatro de Santa Isabel)",1663718304,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7,4,-8.061067,-34.878376,2022-09-21T00:01:38.273000Z
42,3f8aa65097d8765437c71221b5ce8ace,6 - Cais de Santa Rita,13,Av Martins de Barros em frente ao Terminal de Ônibus Cais de Santa Rita / esquina com Rua Floriano Peixoto,1663718458,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,6,2,-8.06715100000001,-34.87577,2022-09-21T00:01:38.289000Z
43,baf6e13969a8101cf118d661635cdc96,9 - Praça Joaquim Nabuco,25,Praça Joaquim Nabuco em frente a Av Floriano Peixoto,1663718424,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,9,1,-8.06446599999999,-34.881342,2022-09-21T00:01:38.301000Z
44,2e8c525bef27bc24535cbe7fdd0c874e,39 - Instituto Capibaribe,4,"Rua das Graças, oposto ao número 20 / em frente ao Instituto Capibaribe",1663718467,"['key', 'transitcard', 'phone']",False,1,1,39,10,-8.050464,-34.901807,2022-09-21T00:01:38.276000Z
45,5238f24b36f6214c7285a5d43debe9da,38 - Ponte da Capunga,14,"Av Beira Rio, oposto ao número 771",1663718368,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,38,1,-8.052481,-34.904856,2022-09-21T00:01:38.277000Z
46,dbbc81f5a36c69b9991c1869ee38652a,59 - Praça do Rosarinho,7,"Rua Amaro Coutinho, oposto a Praça do Rosarinho / esquina com Av Norte Miguel Arraes de Alencar",1663718358,"['key', 'transitcard', 'phone']",False,1,1,59,8,-8.032677,-34.896746,2022-09-21T00:01:38.255000Z
47,faf54e3c690182380509078f834621a6,58 - Mercado da Encruzilhada,14,"Largo da Encruzilhada, próximo a Rua Amaro Coutinho e ao Mercado da Encruzilhada",1663718315,"['key', 'transitcard', 'phone']",False,1,1,58,9,-8.037097,-34.891258,2022-09-21T00:01:38.255000Z
48,f5c435b12d1dc4162a822fc3e5d71ec4,11 - Ponte do Limoeiro,8,"Rua da Aurora, oposta ao número 1675 / próxima a Av Norte Miguel Arraes de Alencar",1663718343,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,3,-8.050691,-34.874211,2022-09-21T00:01:38.290000Z
49,eec46ba6d6b944970f997edf1bd59fbf,10 - Casa da Cultura,17,"Praça Visconde de Mauá, próximo à Casa da Cultura",1663718274,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,10,10,-8.06673399999999,-34.882855,2022-09-21T00:01:38.291000Z
50,9a39b230e4f58ab27830294796f82958,13 - Tortura Nunca Mais,17,Av Mário Melo lateral do Tribunal de Contas do Estado de Pernambuco / esquina com Rua da Aurora,1663718366,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,13,0,-8.05615999999999,-34.878349,2022-09-21T00:01:38.291000Z
51,fbc6bd1523b2530bb6d8b4186d18752c,15 - Cine São Luiz,14,"Rua Dr. Sebastião Lins, lateral do Cinema São Luiz / Esquina com a Rua da Aurora",1663718404,"['key', 'transitcard', 'phone']",False,1,1,15,5,-8.062228,-34.882024,2022-09-21T00:01:38.292000Z
52,27583a71bce9fb155c0ba7294f991e59,55 - Hospital Oswaldo Cruz,13,"Rua Doutor Carlos Chagas, em frente ao número 17, oposto a entrada da Casa de Acolhimento / próximo ao Campus Santo Amaro - UPE",1663718251,"['key', 'transitcard', 'phone']",False,1,1,55,1,-8.047704,-34.888158,2022-09-21T00:01:38.256000Z
53,1693d63e3194edde96ed23003ff7ef75,19 - Sossego,13,"Rua do Sossego, oposto ao número 459.",1663718240,"['key', 'transitcard', 'phone']",False,1,1,19,2,-8.054569,-34.8841174,2022-09-21T00:01:38.294000Z
54,ea8b64fb55636e51b8b731b8dae31d7d,31 - Castelinho,3,"Av. Boa Viagem, 4530, esquina com R. Cel. Benedito Chaves",1663718307,"['key', 'transitcard', 'phone']",False,1,1,31,14,-8.12864834850458,-34.8984389459384,2022-09-21T00:01:38.279000Z
55,f11084284cf462f42e406044e343a021,30 - SJCC,11,R. Capitão Lima em frente ao número 250 /  Sistema Jornal do Commercio de Comunicação (SJCC),1663718416,"['key', 'transitcard', 'phone']",False,1,1,30,4,-8.05360199999999,-34.878888,2022-09-21T00:01:38.280000Z
56,90d179d30958fbcc42d9473c36fb3416,37 - Praça João Pereira Borges,10,"Rua Clemente Pereira, em frente a Praça João Pereira Borges / próximo a Rua Dr Osvaldo Lima",1663718449,"['key', 'transitcard', 'phone']",False,1,1,37,5,-8.05437843260446,-34.9016718911289,2022-09-21T00:01:38.280000Z
57,7f33d6cf3a8316211e0a59c9e58c2791,36 - Politécnica,20,"Rua Prof Benedito Monteiro,  oposto à entrada do estacionamento da Escola Politécnica de Pernambuco (em frente à Lanchonete do Tio)",1663718437,"['key', 'transitcard', 'phone']",False,1,1,36,1,-8.059092,-34.903636,2022-09-21T00:01:38.281000Z
58,2651654277c0eff1b65e11984417b6e7,35 - Praça do Derby,22,"Rua Praça do Derby, proximo à Rua Feliciano Gomes / alinhado com banheiro público",1663718277,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,35,1,-8.05595375800722,-34.8992873951124,2022-09-21T00:01:38.282000Z
59,b5b38f8fd83bc76879376e6d0d02a57a,32 - Praça Chora Menino,13,"Rua Doná Benvinda, oposta ao número 230, próximo à Praça Chora Menino",1663718303,"['key', 'transitcard', 'phone']",False,1,1,32,1,-8.06087199999999,-34.895077,2022-09-21T00:01:38.278000Z
60,89cd4090b545604860c6be0562bb99f0,57 - R. Alfredo de Medeiros,5,Rua Alfredo de Medeiros em frente ao número 44 e oposto ao Posto de Gasolina Shell / esquina com Av João de Barros,1663718442,"['key', 'transitcard', 'phone']",False,1,1,57,5,-8.04190899999999,-34.890879,2022-09-21T00:01:38.257000Z
61,40b012cbe410ccc1a60ed12a1df47d9f,28 - Salesiano,12,Rua Joaquim de Brito em frente ao número 29 / esquina com Rua Visconde de Goiana,1663718418,"['key', 'transitcard', 'phone']",False,1,1,28,3,-8.06128499999999,-34.892123,2022-09-21T00:01:38.250000Z
62,ebcf2a86c4812f69c1510fdae22034fd,17 - Igreja de Santa Cruz,8,Rua da Santa Cruz em frente ao número 40 / lateral da Igreja Santa Cruz,1663718461,"['key', 'transitcard', 'phone']",False,1,1,17,7,-8.06230899999999,-34.888065,2022-09-21T00:01:38.293000Z
63,43b325d5ad3b7c9dfea5966f5f5b30d9,18 - Riachuelo,14,"Rua do Riachuelo, oposto ao 547 / esquina com Rua Gervásio Pires",1663718382,"['key', 'transitcard', 'phone']",False,1,1,18,3,-8.058408,-34.885391,2022-09-21T00:01:38.294000Z
64,8189891fedb509d6cdf844fba0f57b56,16 - Matriz da Boa Vista,8,"Rua Rosário de Boa Vista, 52 / esquina com a Av. Manoel Borba",1663718311,"['key', 'transitcard', 'phone']",False,1,1,105,6,-8.06122,-34.887,2022-09-21T00:01:38.276000Z
65,2bd65789894d005f9ac8655013a2ab24,89 - Rua Couto Magalhães,12,"Rua José Alexandre Caçador, 138 / esquina com a Rua Couto Magalhães.",1663718361,"['key', 'transitcard', 'phone']",False,1,1,106,11,-8.03028,-34.89448,2022-09-21T00:01:38.274000Z
66,64f71570191f10d11697e1092e705ea0,90 - Mercado Novo Água Fria,18,"R. Júlio Ramos, 2-102  , esquina com Av. Beberibe e Estr. Velha de Água Fria",1663718404,"['key', 'transitcard', 'phone']",False,1,1,107,5,-8.01978,-34.89442,2022-09-21T00:01:38.274000Z
67,abdbd3cfba647f5cb615b75751766dc1,33 - CNBB,14,"Rua Artur Orlando, oposto a lateral do número 961 da Rua Dom Bosco",1663718333,"['key', 'transitcard', 'phone']",False,1,1,33,1,-8.05739354575839,-34.8951226754574,2022-09-21T00:01:38.278000Z
68,d048b55742dca1c8c2831144cba1716e,68 - Beira Mar,16,"Rua Brigadeiro Melibeu, esquina com a Av. Beira Mar",1663718496,"['key', 'transitcard', 'phone']",False,1,1,109,1,-8.16164,-34.9122,2022-09-21T00:01:38.273000Z
69,db3448ae9d8c7e786c10ad0825eb4e0a,34 - Terceiro Jardim de Boa Viagem,11,"Av. Boa Viagem, oposto ao 1998, na praça",1663718268,"['key', 'transitcard', 'phone']",False,1,1,110,4,-8.108273,-34.888451,2022-09-21T00:01:38.269000Z
70,ca90cd4a26a877fabc96dad1920d9caf,85 - Hospital Agamenon Magalhães,3,"Rua São Vicente, oposto ao número 100. Em frente a Praça.",1663718370,"['key', 'transitcard', 'phone']",False,1,1,116,11,-8.02937,-34.90641,2022-09-21T00:01:38.262000Z
71,0986f257493ee48999c45b2950d6d59a,84 - Sítio Trindade,12,"Rua Bella Vista, oposto ao 380 / esquina com a Estrada do Arraial",1663718348,"['key', 'transitcard', 'phone']",False,1,1,115,6,-8.02784,-34.911995,2022-09-21T00:01:38.260000Z
72,41fba059743f2363817586da36549239,83 - Mercado Casa Amarela,11,"Rua Dona Ana Xavier, 157 / esquina com Estr. do Arraial",1663718370,"['key', 'transitcard', 'phone']",False,1,1,114,12,-8.0271,-34.91757,2022-09-21T00:01:38.261000Z
73,f456be8bf0d79d01846827632aaa4d7b,81 - Estrada do Encanamento,18,"Rua da Harmonia, lateral do número 531 da Estr do Encanamento",1663718429,"['key', 'transitcard', 'phone']",False,1,1,112,0,-8.03171,-34.91529,2022-09-21T00:01:38.270000Z
74,52c5250521b8a6612290377a6c826946,86 - Plaza Casa Forte,17,"Rua Dr. João Santos Filho, 255 / na esquina com a Av. Dezessete de Agosto",1663718369,"['key', 'transitcard', 'phone']",False,1,1,117,0,-8.0366,-34.913380000000004,2022-09-21T00:01:38.261000Z
75,c0ed4624281102596ff0e91e986b43bf,87 - Mercado da Madalena,11,"R. Real da Torre, 431 / em frente a Praça da Madalena / esquina com a Rua José Osório",1663718346,"['key', 'transitcard', 'phone']",False,1,1,118,12,-8.0533463,-34.908905,2022-09-21T00:01:38.271000Z
76,21e38858ed7232fb4ee7c97c810f8827,78 - CCS UFPE,7,"Av da Engenharia, dentro do estacionamento do Centro de Ciências da Saúde UFPE",1663718229,"['key', 'transitcard', 'phone']",False,1,1,78,8,-8.05008,-34.947322,2022-09-21T00:01:38.308000Z
77,c6b9ed6e75471ce2ba792b6d3b709c27,8 - Praça da Independência,12,"Av Dantas Barreto, na Praça da Independência, oposto a Igreja Santo Antônio",1663718417,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,8,11,-8.06421499999999,-34.878397,2022-09-21T00:01:38.252000Z
78,bee67a3926a2fa0cc61713b2a6463342,12 - Praça Melvin Jones,9,"Rua Padre Roma, altura do 506 / Oposto ao edifício  Maria Sonia, 246 / esquina com a Rua Afonso Celso",1663718333,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,104,3,-8.03265,-34.90741,2022-09-21T00:01:38.275000Z
79,d115b50ba5372856057fce0a5a6703a8,79 - Casa do Estudante UFPE,13,"Av. Jorn. Aníbal Fernandes, 145 / no gramado próximo ao acesso a Casa Do Estudante e INPI",1663718265,"['key', 'transitcard', 'phone']",False,1,1,121,1,-8.05358,-34.94894,2022-09-21T00:01:38.253000Z
80,3c3d882e7172e3a020e8681f7158e376,45 - Praça da Torre,10,"Praça Prof. Barreto Campêlo, oposto ao 1189, na Rua Conde de Irajá com a Rua Conselheiro Theodoro",1663718225,"['key', 'transitcard', 'phone']",False,1,1,122,4,-8.047194,-34.91415,2022-09-21T00:01:38.254000Z
81,c6cba7c9ba62d72f672f1657ec75aee6,88 - Mercado do Cordeiro,13,"Av. Gen. San Martin, em frente ao Mercado Público do Cordeiro e oposto ao Hospital Getúlio Vargas, próximo a Av. Caxangá",1663718244,"['key', 'transitcard', 'phone']",False,1,1,123,6,-8.05161,-34.92168,2022-09-21T00:01:38.254000Z
82,91184c87f6bd626915a4693fd16d6047,53 - Rua Amélia,7,"R. Dr. Vicente Meira, 32 / esquina com Rua Amélia",1663718411,"['key', 'transitcard', 'phone']",False,1,1,120,4,-8.045562,-34.895929,2022-09-21T00:01:38.252000Z
83,ec5748d4bb01bc27e8cb3020a3a93ed6,50 - Rosarinho,7,"Rua General Abreu e Lima, oposto ao número 70, esquina com R. Dr. José Maria",1663718242,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,111,8,-8.034791,-34.89998,2022-09-21T00:01:38.263000Z
84,b1e43216719a8c293321a3cc4239bc8e,82 - Estrada das Ubaias,8,"Rua Raimundo Freixeiras, 47 / Esquina com Estr. das Ubaias",1663718371,"['key', 'transitcard', 'phone']",False,1,1,113,5,-8.029383,-34.918148,2022-09-21T00:01:38.269000Z
85,285f6fd459c7d3a231e7f29da3b403b7,48 - Parque da Jaqueira,20,"Rua do Futuro, esquina com Rua Neto de Mendonça / oposto ao Parque da Jaqueira ",1663718302,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,48,11,-8.036645,-34.903537,2022-09-21T00:01:38.295000Z
86,3ce5c945a7fb88e9ffa60e4eb9c59d5a,64 - R. Verdes Mares,15,"Av Boa Viagem, baia de estacionamento oposta ao número 5212, Ed. Transatlântico",1663718291,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,64,4,-8.13495000000001,-34.901145,2022-09-21T00:01:38.285000Z
87,68d53a6d1d82435b34b8ac33a5f38ba8,14 - Parque Treze de Maio,8,"Rua Princesa Isabel, altura do número 450, na calçada em frente ao Parque 13 de Maio, ao lado da entrada do parque e oposto a Rua Sete de Setembro",1663718463,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,14,11,-8.05827,-34.88182,2022-09-21T00:01:38.292000Z
88,f99e2190a3f8539f019c82cef74ef691,44 - Praça Otília,3,"Rua Dr. Leopoldo Lins, oposto ao num. 573, em frente ao muro branco e após a entrada da SOPECE",1663718380,"['key', 'transitcard', 'phone']",False,1,1,44,7,-8.04966,-34.89031,2022-09-21T00:01:38.298000Z
89,dfe5364bbb4f4a82771a7e36a09d30d6,41 - Shopping Recife,10,"Rua Bruno Veloso, esquina com a Rua Arnauld Holanda / na calçada junto à ciclovia",1663718338,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,141,1,-8.12126,-34.90199,2022-09-21T00:01:38.302000Z
